Model,File,url
Shreyash2010/Uma-4x4B-Instruct-v0.1,hf://datasets/open-llm-leaderboard/Shreyash2010__Uma-4x4B-Instruct-v0.1-details/Shreyash2010__Uma-4x4B-Instruct-v0.1/samples_leaderboard_mmlu_pro_2024-09-02T14-19-53.456255.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Shreyash2010__Uma-4x4B-Instruct-v0.1-details
jpacifico/Chocolatine-3B-Instruct-DPO-v1.2,hf://datasets/open-llm-leaderboard/jpacifico__Chocolatine-3B-Instruct-DPO-v1.2-details/jpacifico__Chocolatine-3B-Instruct-DPO-v1.2/samples_leaderboard_mmlu_pro_2024-08-31T20-46-03.348084.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/jpacifico__Chocolatine-3B-Instruct-DPO-v1.2-details
cstr/llama3.1-8b-spaetzle-v90,hf://datasets/open-llm-leaderboard/cstr__llama3.1-8b-spaetzle-v90-details/cstr__llama3.1-8b-spaetzle-v90/samples_leaderboard_mmlu_pro_2024-09-16T04-03-46.320177.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/cstr__llama3.1-8b-spaetzle-v90-details
BoltMonkey/NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,hf://datasets/open-llm-leaderboard/BoltMonkey__NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated-details/BoltMonkey__NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated/samples_leaderboard_mmlu_pro_2024-10-10T22-06-11.007530.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/BoltMonkey__NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated-details
Azure99/blossom-v5-32b,hf://datasets/open-llm-leaderboard/Azure99__blossom-v5-32b-details/Azure99__blossom-v5-32b/samples_leaderboard_mmlu_pro_2024-09-27T16-03-40.225448.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Azure99__blossom-v5-32b-details
NAPS-ai/naps-llama-3_1-8b-instruct-v0.4,hf://datasets/open-llm-leaderboard/NAPS-ai__naps-llama-3_1-8b-instruct-v0.4-details/NAPS-ai__naps-llama-3_1-8b-instruct-v0.4/samples_leaderboard_mmlu_pro_2024-10-05T07-48-11.124987.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/NAPS-ai__naps-llama-3_1-8b-instruct-v0.4-details
Replete-AI/L3.1-Pneuma-8B,hf://datasets/open-llm-leaderboard/Replete-AI__L3.1-Pneuma-8B-details/Replete-AI__L3.1-Pneuma-8B/samples_leaderboard_mmlu_pro_2024-11-13T03-39-11.571267.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Replete-AI__L3.1-Pneuma-8B-details
tiiuae/Falcon3-10B-Base,hf://datasets/open-llm-leaderboard/tiiuae__Falcon3-10B-Base-details/tiiuae__Falcon3-10B-Base/samples_leaderboard_mmlu_pro_2024-12-12T21-20-43.803477.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/tiiuae__Falcon3-10B-Base-details
cloudyu/Mixtral_34Bx2_MoE_60B,hf://datasets/open-llm-leaderboard/cloudyu__Mixtral_34Bx2_MoE_60B-details/cloudyu__Mixtral_34Bx2_MoE_60B/samples_leaderboard_mmlu_pro_2024-09-18T19-38-56.766660.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/cloudyu__Mixtral_34Bx2_MoE_60B-details
microsoft/Phi-3-mini-4k-instruct,hf://datasets/open-llm-leaderboard/microsoft__Phi-3-mini-4k-instruct-details/microsoft__Phi-3-mini-4k-instruct/samples_leaderboard_mmlu_pro_2024-07-18T11-04-02.101450.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/microsoft__Phi-3-mini-4k-instruct-details
jeffmeloy/jeffmeloy_Qwen2.5-7B-minperplexity-1,hf://datasets/open-llm-leaderboard/jeffmeloy__jeffmeloy_Qwen2.5-7B-minperplexity-1-details/jeffmeloy__jeffmeloy_Qwen2.5-7B-minperplexity-1/samples_leaderboard_mmlu_pro_2024-11-27T16-55-27.626012.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/jeffmeloy__jeffmeloy_Qwen2.5-7B-minperplexity-1-details
AuraIndustries/Aura-8B,hf://datasets/open-llm-leaderboard/AuraIndustries__Aura-8B-details/AuraIndustries__Aura-8B/samples_leaderboard_mmlu_pro_2024-12-11T04-50-16.483325.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/AuraIndustries__Aura-8B-details
deepseek-ai/deepseek-llm-67b-chat,hf://datasets/open-llm-leaderboard/deepseek-ai__deepseek-llm-67b-chat-details/deepseek-ai__deepseek-llm-67b-chat/samples_leaderboard_mmlu_pro_2024-06-26T06-16-32.984312.json,https://huggingface.co/datasets/open-llm-leaderboard/deepseek-ai__deepseek-llm-67b-chat-details
Qwen/Qwen1.5-32B,hf://datasets/open-llm-leaderboard/Qwen__Qwen1.5-32B-details/Qwen__Qwen1.5-32B/samples_leaderboard_mmlu_pro_2024-06-26T06-37-24.381705.json,https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen1.5-32B-details
Weyaxi/Bagel-Hermes-34B-Slerp,hf://datasets/open-llm-leaderboard/Weyaxi__Bagel-Hermes-34B-Slerp-details/Weyaxi__Bagel-Hermes-34B-Slerp/samples_leaderboard_mmlu_pro_2024-09-14T00-14-05.936358.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Weyaxi__Bagel-Hermes-34B-Slerp-details
Syed-Hasan-8503/Phi-3-mini-4K-instruct-cpo-simpo,hf://datasets/open-llm-leaderboard/Syed-Hasan-8503__Phi-3-mini-4K-instruct-cpo-simpo-details/Syed-Hasan-8503__Phi-3-mini-4K-instruct-cpo-simpo/samples_leaderboard_mmlu_pro_2024-08-27T22-39-22.007233.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Syed-Hasan-8503__Phi-3-mini-4K-instruct-cpo-simpo-details
ehristoforu/Gemma2-9B-it-psy10k-mental_health,hf://datasets/open-llm-leaderboard/ehristoforu__Gemma2-9B-it-psy10k-mental_health-details/ehristoforu__Gemma2-9B-it-psy10k-mental_health/samples_leaderboard_mmlu_pro_2024-08-13T06-16-47.307542.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/ehristoforu__Gemma2-9B-it-psy10k-mental_health-details
mlabonne/NeuralDaredevil-8B-abliterated,hf://datasets/open-llm-leaderboard/mlabonne__NeuralDaredevil-8B-abliterated-details/mlabonne__NeuralDaredevil-8B-abliterated/samples_leaderboard_mmlu_pro_2024-07-25T10-08-55.680863.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/mlabonne__NeuralDaredevil-8B-abliterated-details
Orenguteng/Llama-3.1-8B-Lexi-Uncensored,hf://datasets/open-llm-leaderboard/Orenguteng__Llama-3.1-8B-Lexi-Uncensored-details/Orenguteng__Llama-3.1-8B-Lexi-Uncensored/samples_leaderboard_mmlu_pro_2024-08-12T10-51-20.647857.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Orenguteng__Llama-3.1-8B-Lexi-Uncensored-details
Qwen/Qwen2.5-3B-Instruct,hf://datasets/open-llm-leaderboard/Qwen__Qwen2.5-3B-Instruct-details/Qwen__Qwen2.5-3B-Instruct/samples_leaderboard_mmlu_pro_2024-09-19T10-05-30.339220.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2.5-3B-Instruct-details
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,hf://datasets/open-llm-leaderboard/LGAI-EXAONE__EXAONE-3.5-2.4B-Instruct-details/LGAI-EXAONE__EXAONE-3.5-2.4B-Instruct/samples_leaderboard_mmlu_pro_2024-12-11T15-05-16.840514.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/LGAI-EXAONE__EXAONE-3.5-2.4B-Instruct-details
BoltMonkey/SuperNeuralDreadDevil-8b,hf://datasets/open-llm-leaderboard/BoltMonkey__SuperNeuralDreadDevil-8b-details/BoltMonkey__SuperNeuralDreadDevil-8b/samples_leaderboard_mmlu_pro_2024-10-15T16-41-59.587239.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/BoltMonkey__SuperNeuralDreadDevil-8b-details
allura-org/MS-Meadowlark-22B,hf://datasets/open-llm-leaderboard/allura-org__MS-Meadowlark-22B-details/allura-org__MS-Meadowlark-22B/samples_leaderboard_mmlu_pro_2024-10-24T10-48-03.238502.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/allura-org__MS-Meadowlark-22B-details
arcee-ai/Llama-Spark,hf://datasets/open-llm-leaderboard/arcee-ai__Llama-Spark-details/arcee-ai__Llama-Spark/samples_leaderboard_mmlu_pro_2024-08-13T02-04-54.754020.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/arcee-ai__Llama-Spark-details
BlackBeenie/Neos-Phi-3-14B-v0.1,hf://datasets/open-llm-leaderboard/BlackBeenie__Neos-Phi-3-14B-v0.1-details/BlackBeenie__Neos-Phi-3-14B-v0.1/samples_leaderboard_mmlu_pro_2024-11-27T15-11-29.345795.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/BlackBeenie__Neos-Phi-3-14B-v0.1-details
byroneverson/Yi-1.5-9B-Chat-16K-abliterated,hf://datasets/open-llm-leaderboard/byroneverson__Yi-1.5-9B-Chat-16K-abliterated-details/byroneverson__Yi-1.5-9B-Chat-16K-abliterated/samples_leaderboard_mmlu_pro_2024-09-03T10-28-50.386532.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/byroneverson__Yi-1.5-9B-Chat-16K-abliterated-details
Svak/MN-12B-Inferor-v0.1,hf://datasets/open-llm-leaderboard/Svak__MN-12B-Inferor-v0.1-details/Svak__MN-12B-Inferor-v0.1/samples_leaderboard_mmlu_pro_2024-11-10T09-15-51.044693.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Svak__MN-12B-Inferor-v0.1-details
Etherll/SuperHermes,hf://datasets/open-llm-leaderboard/Etherll__SuperHermes-details/Etherll__SuperHermes/samples_leaderboard_mmlu_pro_2024-10-27T11-27-00.005276.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Etherll__SuperHermes-details
flammenai/Mahou-1.5-mistral-nemo-12B,hf://datasets/open-llm-leaderboard/flammenai__Mahou-1.5-mistral-nemo-12B-details/flammenai__Mahou-1.5-mistral-nemo-12B/samples_leaderboard_mmlu_pro_2024-10-07T04-22-59.176979.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/flammenai__Mahou-1.5-mistral-nemo-12B-details
leafspark/Llama-3.1-8B-MultiReflection-Instruct,hf://datasets/open-llm-leaderboard/leafspark__Llama-3.1-8B-MultiReflection-Instruct-details/leafspark__Llama-3.1-8B-MultiReflection-Instruct/samples_leaderboard_mmlu_pro_2024-09-16T06-03-09.247587.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/leafspark__Llama-3.1-8B-MultiReflection-Instruct-details
DeepMount00/Llama-3-8b-Ita,hf://datasets/open-llm-leaderboard/DeepMount00__Llama-3-8b-Ita-details/DeepMount00__Llama-3-8b-Ita/samples_leaderboard_mmlu_pro_2024-08-13T04-33-17.994268.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/DeepMount00__Llama-3-8b-Ita-details
invisietch/MiS-Firefly-v0.2-22B,hf://datasets/open-llm-leaderboard/invisietch__MiS-Firefly-v0.2-22B-details/invisietch__MiS-Firefly-v0.2-22B/samples_leaderboard_mmlu_pro_2024-11-10T09-31-14.491586.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/invisietch__MiS-Firefly-v0.2-22B-details
ehristoforu/HappyLlama1,hf://datasets/open-llm-leaderboard/ehristoforu__HappyLlama1-details/ehristoforu__HappyLlama1/samples_leaderboard_mmlu_pro_2024-11-30T10-13-20.239570.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/ehristoforu__HappyLlama1-details
01-ai/Yi-1.5-34B-32K,hf://datasets/open-llm-leaderboard/01-ai__Yi-1.5-34B-32K-details/01-ai__Yi-1.5-34B-32K/samples_leaderboard_mmlu_pro_2024-06-17T17-59-09.162276.json,https://huggingface.co/datasets/open-llm-leaderboard/01-ai__Yi-1.5-34B-32K-details
meta-llama/Meta-Llama-3-70B,hf://datasets/open-llm-leaderboard/meta-llama__Meta-Llama-3-70B-details/meta-llama__Meta-Llama-3-70B/samples_leaderboard_mmlu_pro_2024-06-17T10-04-04.013818.json,https://huggingface.co/datasets/open-llm-leaderboard/meta-llama__Meta-Llama-3-70B-details
anthracite-org/magnum-v4-27b,hf://datasets/open-llm-leaderboard/anthracite-org__magnum-v4-27b-details/anthracite-org__magnum-v4-27b/samples_leaderboard_mmlu_pro_2024-10-29T03-27-22.131067.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/anthracite-org__magnum-v4-27b-details
tiiuae/Falcon3-3B-Instruct,hf://datasets/open-llm-leaderboard/tiiuae__Falcon3-3B-Instruct-details/tiiuae__Falcon3-3B-Instruct/samples_leaderboard_mmlu_pro_2024-12-16T10-39-46.958454.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/tiiuae__Falcon3-3B-Instruct-details
Etherll/Herplete-LLM-Llama-3.1-8b-Ties,hf://datasets/open-llm-leaderboard/Etherll__Herplete-LLM-Llama-3.1-8b-Ties-details/Etherll__Herplete-LLM-Llama-3.1-8b-Ties/samples_leaderboard_mmlu_pro_2024-10-17T17-17-33.503999.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Etherll__Herplete-LLM-Llama-3.1-8b-Ties-details
HPAI-BSC/Llama3.1-Aloe-Beta-8B,hf://datasets/open-llm-leaderboard/HPAI-BSC__Llama3.1-Aloe-Beta-8B-details/HPAI-BSC__Llama3.1-Aloe-Beta-8B/samples_leaderboard_mmlu_pro_2024-11-07T11-04-05.153186.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/HPAI-BSC__Llama3.1-Aloe-Beta-8B-details
Etherll/Qwen2.5-Coder-7B-Instruct-Ties,hf://datasets/open-llm-leaderboard/Etherll__Qwen2.5-Coder-7B-Instruct-Ties-details/Etherll__Qwen2.5-Coder-7B-Instruct-Ties/samples_leaderboard_mmlu_pro_2024-10-28T05-05-26.672151.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Etherll__Qwen2.5-Coder-7B-Instruct-Ties-details
Qwen/Qwen2-VL-7B-Instruct,hf://datasets/open-llm-leaderboard/Qwen__Qwen2-VL-7B-Instruct-details/Qwen__Qwen2-VL-7B-Instruct/samples_leaderboard_mmlu_pro_2024-10-21T10-26-59.679844.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2-VL-7B-Instruct-details
djuna/L3.1-Promissum_Mane-8B-Della-calc,hf://datasets/open-llm-leaderboard/djuna__L3.1-Promissum_Mane-8B-Della-calc-details/djuna__L3.1-Promissum_Mane-8B-Della-calc/samples_leaderboard_mmlu_pro_2024-10-20T13-21-41.312915.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/djuna__L3.1-Promissum_Mane-8B-Della-calc-details
allenai/Llama-3.1-Tulu-3-8B-DPO,hf://datasets/open-llm-leaderboard/allenai__Llama-3.1-Tulu-3-8B-DPO-details/allenai__Llama-3.1-Tulu-3-8B-DPO/samples_leaderboard_mmlu_pro_2024-11-22T10-05-59.254446.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/allenai__Llama-3.1-Tulu-3-8B-DPO-details
microsoft/Phi-3-mini-128k-instruct,hf://datasets/open-llm-leaderboard/microsoft__Phi-3-mini-128k-instruct-details/microsoft__Phi-3-mini-128k-instruct/samples_leaderboard_mmlu_pro_2024-06-25T07-10-31.918768.json,https://huggingface.co/datasets/open-llm-leaderboard/microsoft__Phi-3-mini-128k-instruct-details
