,name,sha,precision,type,weight_type,architecture,average_score,has_chat_template,ifeval,bbh,math,gpqa,musr,mmlu_pro,is_not_available_on_hub,is_merged,is_moe,is_flagged,is_official_provider,upload_date,submission_date,generation,base_model,hub_license,hub_hearts,params_billions,co2_cost
3rd-Degree-Burn/Llama-3.1-8B-Squareroot-v1_float16_09339d9c3b118ae3c6e7beab8b84347471990988_True,3rd-Degree-Burn/Llama-3.1-8B-Squareroot-v1,09339d9c3b118ae3c6e7beab8b84347471990988,float16,basemergesandmoerges,Original,LlamaForCausalLM,8.037946007988568,True,"{'name': 'IFEval', 'value': 0.2892381104358657, 'normalized_score': 28.923811043586575}","{'name': 'BBH', 'value': 0.33427703119251256, 'normalized_score': 6.515144725982737}","{'name': 'MATH Level 5', 'value': 0.08836858006042296, 'normalized_score': 8.836858006042297}","{'name': 'GPQA', 'value': 0.2558724832214765, 'normalized_score': 0.7829977628635317}","{'name': 'MUSR', 'value': 0.3340625, 'normalized_score': 1.7578124999999993}","{'name': 'MMLU-PRO', 'value': 0.11269946808510638, 'normalized_score': 1.4110520094562635}",False,False,False,False,False,,2024-11-10,0,Removed,,0,8.03,1.5454985447919645
3rd-Degree-Burn/Llama-Squared-8B_bfloat16_f30737e92b3a3fa0ef2a3f3ade487cc94ad34400_True,3rd-Degree-Burn/Llama-Squared-8B,f30737e92b3a3fa0ef2a3f3ade487cc94ad34400,bfloat16,fine-tunedondomain-specificdatasets,Original,LlamaForCausalLM,12.434954194134717,True,"{'name': 'IFEval', 'value': 0.27552449722292405, 'normalized_score': 27.55244972229241}","{'name': 'BBH', 'value': 0.4431025683868353, 'normalized_score': 21.277103190106818}","{'name': 'MATH Level 5', 'value': 0.05740181268882175, 'normalized_score': 5.740181268882175}","{'name': 'GPQA', 'value': 0.27181208053691275, 'normalized_score': 2.9082774049216997}","{'name': 'MUSR', 'value': 0.30894791666666666, 'normalized_score': 1.9518229166666672}","{'name': 'MMLU-PRO', 'value': 0.2366190159574468, 'normalized_score': 15.179890661938533}",False,False,False,False,False,,2024-10-08,0,Removed,,0,8.03,2.022223049482849
4season/final_model_test_v2_bfloat16_cf690c35d9cf0b0b6bf034fa16dbf88c56fe861c_False,4season/final_model_test_v2,cf690c35d9cf0b0b6bf034fa16dbf88c56fe861c,bfloat16,fine-tunedondomain-specificdatasets,Original,LlamaForCausalLM,23.086235043644056,False,"{'name': 'IFEval', 'value': 0.3191132860809319, 'normalized_score': 31.911328608093193}","{'name': 'BBH', 'value': 0.6342049783295018, 'normalized_score': 47.410670136906425}","{'name': 'MATH Level 5', 'value': 0.08383685800604229, 'normalized_score': 8.38368580060423}","{'name': 'GPQA', 'value': 0.3271812080536913, 'normalized_score': 10.290827740492169}","{'name': 'MUSR', 'value': 0.4314479166666667, 'normalized_score': 12.430989583333334}","{'name': 'MMLU-PRO', 'value': 0.3528091755319149, 'normalized_score': 28.08990839243498}",True,False,False,False,False,2024-05-20,2024-06-27,0,4season/final_model_test_v2,apache-2.0,0,21.421,2.1620767196814024
AALF/FuseChat-Llama-3.1-8B-Instruct-preview_bfloat16_f740497979293c90fa1cfaa7c446016e107cc2c1_True,AALF/FuseChat-Llama-3.1-8B-Instruct-preview,f740497979293c90fa1cfaa7c446016e107cc2c1,bfloat16,chatmodels,Original,LlamaForCausalLM,28.56857495894073,True,"{'name': 'IFEval', 'value': 0.7189579205397235, 'normalized_score': 71.89579205397234}","{'name': 'BBH', 'value': 0.5119887898349903, 'normalized_score': 30.84806521622957}","{'name': 'MATH Level 5', 'value': 0.24773413897280966, 'normalized_score': 24.773413897280967}","{'name': 'GPQA', 'value': 0.3053691275167785, 'normalized_score': 7.38255033557047}","{'name': 'MUSR', 'value': 0.38200000000000006, 'normalized_score': 6.150000000000006}","{'name': 'MMLU-PRO', 'value': 0.3732546542553192, 'normalized_score': 30.361628250591018}",True,False,False,False,False,2024-11-20,2024-11-20,0,AALF/FuseChat-Llama-3.1-8B-Instruct-preview,apache-2.0,10,8.03,1.3772382561660794
AALF/FuseChat-Llama-3.1-8B-SFT-preview_bfloat16_601f2b8c448acc5686656d3979ed732ce050b827_True,AALF/FuseChat-Llama-3.1-8B-SFT-preview,601f2b8c448acc5686656d3979ed732ce050b827,bfloat16,fine-tunedondomain-specificdatasets,Original,LlamaForCausalLM,29.225292099823264,True,"{'name': 'IFEval', 'value': 0.7280504616639405, 'normalized_score': 72.80504616639405}","{'name': 'BBH', 'value': 0.5240303130445233, 'normalized_score': 32.53678156315301}","{'name': 'MATH Level 5', 'value': 0.22507552870090636, 'normalized_score': 22.507552870090635}","{'name': 'GPQA', 'value': 0.30453020134228187, 'normalized_score': 7.270693512304249}","{'name': 'MUSR', 'value': 0.40199999999999997, 'normalized_score': 9.749999999999998}","{'name': 'MMLU-PRO', 'value': 0.37433510638297873, 'normalized_score': 30.481678486997637}",False,False,False,False,False,2024-11-20,2024-11-21,0,AALF/FuseChat-Llama-3.1-8B-SFT-preview,,1,8.03,1.368615076760581
AALF/gemma-2-27b-it-SimPO-37K_bfloat16_27f15219df2000a16955c9403c3f38b5f3413b3d_True,AALF/gemma-2-27b-it-SimPO-37K,27f15219df2000a16955c9403c3f38b5f3413b3d,bfloat16,chatmodels,Original,Gemma2ForCausalLM,9.512077380763676,True,"{'name': 'IFEval', 'value': 0.24065257959990605, 'normalized_score': 24.065257959990603}","{'name': 'BBH', 'value': 0.3911343917952534, 'normalized_score': 15.307880971954303}","{'name': 'MATH Level 5', 'value': 0.01283987915407855, 'normalized_score': 1.283987915407855}","{'name': 'GPQA', 'value': 0.2802013422818792, 'normalized_score': 4.026845637583895}","{'name': 'MUSR', 'value': 0.3487604166666667, 'normalized_score': 1.5950520833333328}","{'name': 'MMLU-PRO', 'value': 0.1971409574468085, 'normalized_score': 10.793439716312056}",True,False,False,False,False,2024-08-13,2024-09-05,2,google/gemma-2-27b,gemma,18,27.227,19.995443250824795
AALF/gemma-2-27b-it-SimPO-37K-100steps_bfloat16_d5cbf18b2eb90b77f5ddbb74cfcaeedfa692c90c_True,AALF/gemma-2-27b-it-SimPO-37K-100steps,d5cbf18b2eb90b77f5ddbb74cfcaeedfa692c90c,bfloat16,chatmodels,Original,Gemma2ForCausalLM,10.246803363324455,True,"{'name': 'IFEval', 'value': 0.2567642743476199, 'normalized_score': 25.67642743476199}","{'name': 'BBH', 'value': 0.39308230769885016, 'normalized_score': 15.261078322847055}","{'name': 'MATH Level 5', 'value': 0.021148036253776436, 'normalized_score': 2.1148036253776437}","{'name': 'GPQA', 'value': 0.28859060402684567, 'normalized_score': 5.145413870246088}","{'name': 'MUSR', 'value': 0.3329166666666667, 'normalized_score': 0.7812499999999996}","{'name': 'MMLU-PRO', 'value': 0.21251662234042554, 'normalized_score': 12.501846926713947}",True,False,False,False,False,2024-08-13,2024-09-21,2,google/gemma-2-27b,gemma,12,27.227,19.7134709493991
AELLM/gemma-2-aeria-infinity-9b_bfloat16_24e1de07258925d5ddb52134b66e2eb0d698dc11_True,AELLM/gemma-2-aeria-infinity-9b,24e1de07258925d5ddb52134b66e2eb0d698dc11,bfloat16,basemergesandmoerges,Original,Gemma2ForCausalLM,31.919053815912523,True,"{'name': 'IFEval', 'value': 0.759399504426034, 'normalized_score': 75.93995044260342}","{'name': 'BBH', 'value': 0.5983336669577649, 'normalized_score': 42.0902142313775}","{'name': 'MATH Level 5', 'value': 0.21450151057401812, 'normalized_score': 21.45015105740181}","{'name': 'GPQA', 'value': 0.3338926174496644, 'normalized_score': 11.185682326621922}","{'name': 'MUSR', 'value': 0.40196875, 'normalized_score': 9.046093750000004}","{'name': 'MMLU-PRO', 'value': 0.38622007978723405, 'normalized_score': 31.80223108747045}",False,False,False,False,False,2024-10-09,2024-10-09,1,AELLM/gemma-2-aeria-infinity-9b (Merge),,1,9.242,6.007578688357264
AELLM/gemma-2-lyco-infinity-9b_bfloat16_2941a682fcbcfea3f1485c9e0691cc1d9edc742e_True,AELLM/gemma-2-lyco-infinity-9b,2941a682fcbcfea3f1485c9e0691cc1d9edc742e,bfloat16,chatmodels,Original,Gemma2ForCausalLM,30.04985134020671,True,"{'name': 'IFEval', 'value': 0.7316475839660989, 'normalized_score': 73.1647583966099}","{'name': 'BBH', 'value': 0.5839534871023703, 'normalized_score': 39.78753882674737}","{'name': 'MATH Level 5', 'value': 0.17069486404833836, 'normalized_score': 17.069486404833835}","{'name': 'GPQA', 'value': 0.32802013422818793, 'normalized_score': 10.402684563758392}","{'name': 'MUSR', 'value': 0.40063541666666663, 'normalized_score': 8.912760416666671}","{'name': 'MMLU-PRO', 'value': 0.378656914893617, 'normalized_score': 30.961879432624112}",False,False,False,False,False,2024-10-09,2024-10-09,1,AELLM/gemma-2-lyco-infinity-9b (Merge),,1,10.159,5.957040134565551
AGI-0/Art-v0-3B_bfloat16_7a55f84e91334c5732b516c35432bf59c7001525_True,AGI-0/Art-v0-3B,7a55f84e91334c5732b516c35432bf59c7001525,bfloat16,fine-tunedondomain-specificdatasets,Original,Qwen2ForCausalLM,12.132145545921874,True,"{'name': 'IFEval', 'value': 0.319238509377341, 'normalized_score': 31.9238509377341}","{'name': 'BBH', 'value': 0.3400959483013824, 'normalized_score': 8.029776912286984}","{'name': 'MATH Level 5', 'value': 0.24622356495468278, 'normalized_score': 24.622356495468278}","{'name': 'GPQA', 'value': 0.25922818791946306, 'normalized_score': 1.230425055928408}","{'name': 'MUSR', 'value': 0.3768229166666666, 'normalized_score': 5.002864583333332}","{'name': 'MMLU-PRO', 'value': 0.11785239361702128, 'normalized_score': 1.9835992907801419}",True,False,False,False,False,2024-12-30,2025-01-19,0,AGI-0/Art-v0-3B,other,10,3.086,2.3615763771653406
AGI-0/Artificium-llama3.1-8B-001_float16_6bf3dcca3b75a06a4e04e5f944e709cccf4673fd_True,AGI-0/Artificium-llama3.1-8B-001,6bf3dcca3b75a06a4e04e5f944e709cccf4673fd,float16,fine-tunedondomain-specificdatasets,Original,LlamaForCausalLM,19.491817924739056,True,"{'name': 'IFEval', 'value': 0.5247687247614108, 'normalized_score': 52.47687247614108}","{'name': 'BBH', 'value': 0.42562150225923556, 'normalized_score': 19.34889807323965}","{'name': 'MATH Level 5', 'value': 0.13595166163141995, 'normalized_score': 13.595166163141995}","{'name': 'GPQA', 'value': 0.26593959731543626, 'normalized_score': 2.1252796420581683}","{'name': 'MUSR', 'value': 0.3794583333333333, 'normalized_score': 5.165625000000001}","{'name': 'MMLU-PRO', 'value': 0.3181515957446808, 'normalized_score': 24.23906619385342}",True,False,False,False,False,2024-08-16,2024-09-08,0,AGI-0/Artificium-llama3.1-8B-001,unknown,33,8.03,2.7974026325717554
AGI-0/smartllama3.1-8B-001_float16_974d5ee685f1be003a1d8d08e907fe672d225035_False,AGI-0/smartllama3.1-8B-001,974d5ee685f1be003a1d8d08e907fe672d225035,float16,fine-tunedondomain-specificdatasets,Original,LlamaForCausalLM,20.424552077662117,False,"{'name': 'IFEval', 'value': 0.35178659290682057, 'normalized_score': 35.178659290682056}","{'name': 'BBH', 'value': 0.46701787510868176, 'normalized_score': 24.8577369132814}","{'name': 'MATH Level 5', 'value': 0.1299093655589124, 'normalized_score': 12.990936555891238}","{'name': 'GPQA', 'value': 0.3062080536912752, 'normalized_score': 7.494407158836691}","{'name': 'MUSR', 'value': 0.43864583333333335, 'normalized_score': 14.397395833333333}","{'name': 'MMLU-PRO', 'value': 0.3486535904255319, 'normalized_score': 27.628176713947987}",True,False,False,False,False,2024-08-16,2024-11-25,0,AGI-0/smartllama3.1-8B-001,unknown,33,8.03,1.4376684950180103
AI-MO/NuminaMath-7B-CoT_bfloat16_ff7e3044218efe64128bd9c21f9ec66c3de04324_True,AI-MO/NuminaMath-7B-CoT,ff7e3044218efe64128bd9c21f9ec66c3de04324,bfloat16,fine-tunedondomain-specificdatasets,Original,LlamaForCausalLM,16.118457218023075,True,"{'name': 'IFEval', 'value': 0.2688544173903022, 'normalized_score': 26.88544173903022}","{'name': 'BBH', 'value': 0.4314193495860012, 'normalized_score': 19.152364282090307}","{'name': 'MATH Level 5', 'value': 0.26963746223564955, 'normalized_score': 26.963746223564954}","{'name': 'GPQA', 'value': 0.26593959731543626, 'normalized_score': 2.1252796420581683}","{'name': 'MUSR', 'value': 0.33034375, 'normalized_score': 0.8263020833333333}","{'name': 'MMLU-PRO', 'value': 0.28681848404255317, 'normalized_score': 20.75760933806146}",True,False,False,False,False,2024-07-15,2024-09-10,1,deepseek-ai/deepseek-math-7b-base,apache-2.0,22,6.91,1.4919779154384423
AI-MO/NuminaMath-7B-TIR_bfloat16_c6e394cc0579423c9cde6df6cc192c07dae73388_False,AI-MO/NuminaMath-7B-TIR,c6e394cc0579423c9cde6df6cc192c07dae73388,bfloat16,fine-tunedondomain-specificdatasets,Original,LlamaForCausalLM,14.182289143173433,False,"{'name': 'IFEval', 'value': 0.27562423259174545, 'normalized_score': 27.562423259174547}","{'name': 'BBH', 'value': 0.41436913375897894, 'normalized_score': 16.87354725795866}","{'name': 'MATH Level 5', 'value': 0.1608761329305136, 'normalized_score': 16.08761329305136}","{'name': 'GPQA', 'value': 0.25838926174496646, 'normalized_score': 1.1185682326621946}","{'name': 'MUSR', 'value': 0.35092708333333333, 'normalized_score': 4.199218749999999}","{'name': 'MMLU-PRO', 'value': 0.2732712765957447, 'normalized_score': 19.252364066193852}",True,False,False,False,False,2024-07-04,2024-07-11,1,deepseek-ai/deepseek-math-7b-base,apache-2.0,340,6.91,2.148219574988251
AI-Sweden-Models/Llama-3-8B-instruct_bfloat16_4e1c955228bdb4d69c1c4560e8d5872312a8f033_True,AI-Sweden-Models/Llama-3-8B-instruct,4e1c955228bdb4d69c1c4560e8d5872312a8f033,bfloat16,fine-tunedondomain-specificdatasets,Original,LlamaForCausalLM,14.343669671742774,True,"{'name': 'IFEval', 'value': 0.24012841482821137, 'normalized_score': 24.012841482821138}","{'name': 'BBH', 'value': 0.4173460154515302, 'normalized_score': 18.388095615027524}","{'name': 'MATH Level 5', 'value': 0.03851963746223565, 'normalized_score': 3.8519637462235647}","{'name': 'GPQA', 'value': 0.26593959731543626, 'normalized_score': 2.1252796420581683}","{'name': 'MUSR', 'value': 0.47709375000000004, 'normalized_score': 19.936718749999997}","{'name': 'MMLU-PRO', 'value': 0.25972406914893614, 'normalized_score': 17.747118794326237}",True,False,False,False,False,2024-06-01,2024-06-27,2,meta-llama/Meta-Llama-3-8B,llama3,10,8.03,2.3322217617350347
AI-Sweden-Models/gpt-sw3-40b_float16_1af27994df1287a7fac1b10d60e40ca43a22a385_False,AI-Sweden-Models/gpt-sw3-40b,1af27994df1287a7fac1b10d60e40ca43a22a385,float16,pretrained,Original,GPT2LMHeadModel,4.872902485288683,False,"{'name': 'IFEval', 'value': 0.1470298807164989, 'normalized_score': 14.702988071649889}","{'name': 'BBH', 'value': 0.3267744702957652, 'normalized_score': 6.894934050796576}","{'name': 'MATH Level 5', 'value': 0.017371601208459216, 'normalized_score': 1.7371601208459215}","{'name': 'GPQA', 'value': 0.2348993288590604, 'normalized_score': 0.0}","{'name': 'MUSR', 'value': 0.36323958333333334, 'normalized_score': 2.8382812499999996}","{'name': 'MMLU-PRO', 'value': 0.12757646276595744, 'normalized_score': 3.064051418439715}",True,False,False,False,False,2023-02-22,2024-06-26,0,AI-Sweden-Models/gpt-sw3-40b,other,10,39.927,5.919638730114153
AI4free/Dhanishtha_float16_b7dd53b35d0c7c9e162cd336f5c9d8a13dbf6992_True,AI4free/Dhanishtha,b7dd53b35d0c7c9e162cd336f5c9d8a13dbf6992,float16,continuouslypretrained,Original,Qwen2ForCausalLM,11.247711953182252,True,"{'name': 'IFEval', 'value': 0.2451240486353985, 'normalized_score': 24.51240486353985}","{'name': 'BBH', 'value': 0.34039444943326375, 'normalized_score': 7.93648440557281}","{'name': 'MATH Level 5', 'value': 0.25604229607250756, 'normalized_score': 25.604229607250755}","{'name': 'GPQA', 'value': 0.2525167785234899, 'normalized_score': 0.33557046979865535}","{'name': 'MUSR', 'value': 0.35694791666666664, 'normalized_score': 1.951822916666666}","{'name': 'MMLU-PRO', 'value': 0.16431183510638298, 'normalized_score': 7.145759456264774}",True,False,False,False,False,2025-02-19,2025-02-19,1,AI4free/Dhanishtha (Merge),apache-2.0,4,1.777,1.1626300441273092
AI4free/t2_bfloat16_8b541ace084aa8c95a4e89c0d4c4c64a74bcdf51_True,AI4free/t2,8b541ace084aa8c95a4e89c0d4c4c64a74bcdf51,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,11.33461581083953,True,"{'name': 'IFEval', 'value': 0.3866828902866616, 'normalized_score': 38.66828902866616}","{'name': 'BBH', 'value': 0.2910111436321769, 'normalized_score': 2.133152068631521}","{'name': 'MATH Level 5', 'value': 0.18957703927492447, 'normalized_score': 18.957703927492446}","{'name': 'GPQA', 'value': 0.2575503355704698, 'normalized_score': 1.0067114093959737}","{'name': 'MUSR', 'value': 0.3846354166666666, 'normalized_score': 5.646093750000001}","{'name': 'MMLU-PRO', 'value': 0.11436170212765957, 'normalized_score': 1.595744680851063}",False,False,False,False,False,,2025-02-27,0,Removed,,0,7.613,0.7121244370774158
AIDC-AI/Marco-o1_float16_5e4deeeb286b7a2e35a6d16989e64df860f7f4e5_True,AIDC-AI/Marco-o1,5e4deeeb286b7a2e35a6d16989e64df860f7f4e5,float16,chatmodels,Original,Qwen2ForCausalLM,27.639223265636087,True,"{'name': 'IFEval', 'value': 0.477083028586373, 'normalized_score': 47.7083028586373}","{'name': 'BBH', 'value': 0.5364362696398749, 'normalized_score': 34.84254498655976}","{'name': 'MATH Level 5', 'value': 0.37462235649546827, 'normalized_score': 37.46223564954683}","{'name': 'GPQA', 'value': 0.25922818791946306, 'normalized_score': 1.230425055928408}","{'name': 'MUSR', 'value': 0.41384375, 'normalized_score': 9.963802083333334}","{'name': 'MMLU-PRO', 'value': 0.41165226063829785, 'normalized_score': 34.62802895981088}",True,False,False,False,False,2024-11-13,2025-01-31,0,AIDC-AI/Marco-o1,apache-2.0,714,7.616,1.5728705744515559
Aashraf995/Creative-7B-nerd_bfloat16_fc24bca48549ef8e39cbee5a438e5a16e25e4afa_False,Aashraf995/Creative-7B-nerd,fc24bca48549ef8e39cbee5a438e5a16e25e4afa,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,29.97819251596781,False,"{'name': 'IFEval', 'value': 0.4721871301480073, 'normalized_score': 47.21871301480073}","{'name': 'BBH', 'value': 0.5606785565640195, 'normalized_score': 37.080153817355196}","{'name': 'MATH Level 5', 'value': 0.3164652567975831, 'normalized_score': 31.64652567975831}","{'name': 'GPQA', 'value': 0.3263422818791946, 'normalized_score': 10.17897091722595}","{'name': 'MUSR', 'value': 0.4515416666666667, 'normalized_score': 14.942708333333334}","{'name': 'MMLU-PRO', 'value': 0.44921875, 'normalized_score': 38.802083333333336}",True,True,False,False,False,2024-12-13,2024-12-13,1,Aashraf995/Creative-7B-nerd (Merge),apache-2.0,2,7.616,1.297734001048624
Aashraf995/Gemma-Evo-10B_float16_5ec9c5763ca6662dd897cd292e08014ec10b0d74_False,Aashraf995/Gemma-Evo-10B,5ec9c5763ca6662dd897cd292e08014ec10b0d74,float16,basemergesandmoerges,Original,Gemma2ForCausalLM,34.32632733409121,False,"{'name': 'IFEval', 'value': 0.7332211864519476, 'normalized_score': 73.32211864519475}","{'name': 'BBH', 'value': 0.6044352897552882, 'normalized_score': 43.42455936867185}","{'name': 'MATH Level 5', 'value': 0.22280966767371602, 'normalized_score': 22.280966767371602}","{'name': 'GPQA', 'value': 0.3540268456375839, 'normalized_score': 13.870246085011187}","{'name': 'MUSR', 'value': 0.45947916666666666, 'normalized_score': 16.66822916666666}","{'name': 'MMLU-PRO', 'value': 0.4275265957446808, 'normalized_score': 36.3918439716312}",True,True,False,False,False,2024-12-13,2024-12-13,1,Aashraf995/Gemma-Evo-10B (Merge),apache-2.0,4,10.159,4.596031436815906
Aashraf995/Qwen-Evo-7B_bfloat16_641aac3f105805414efe0a55b18736dce73da0a0_False,Aashraf995/Qwen-Evo-7B,641aac3f105805414efe0a55b18736dce73da0a0,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,30.275058582706105,False,"{'name': 'IFEval', 'value': 0.4757343847657549, 'normalized_score': 47.57343847657549}","{'name': 'BBH', 'value': 0.5709361538590277, 'normalized_score': 38.585326990506125}","{'name': 'MATH Level 5', 'value': 0.31419939577039274, 'normalized_score': 31.419939577039273}","{'name': 'GPQA', 'value': 0.32550335570469796, 'normalized_score': 10.067114093959727}","{'name': 'MUSR', 'value': 0.4541458333333333, 'normalized_score': 15.534895833333335}","{'name': 'MMLU-PRO', 'value': 0.44622672872340424, 'normalized_score': 38.46963652482269}",True,True,False,False,False,2024-12-13,2024-12-13,1,Aashraf995/Qwen-Evo-7B (Merge),apache-2.0,2,7.616,1.268015219938996
Aashraf995/QwenStock-14B_float16_b91871dcd31fe2e445c233a449d021b47ebfe1fb_False,Aashraf995/QwenStock-14B,b91871dcd31fe2e445c233a449d021b47ebfe1fb,float16,basemergesandmoerges,Original,Qwen2ForCausalLM,37.13002133952593,False,"{'name': 'IFEval', 'value': 0.5008632650256873, 'normalized_score': 50.08632650256874}","{'name': 'BBH', 'value': 0.6550130348108012, 'normalized_score': 50.433898707168744}","{'name': 'MATH Level 5', 'value': 0.35725075528700906, 'normalized_score': 35.725075528700906}","{'name': 'GPQA', 'value': 0.38926174496644295, 'normalized_score': 18.568232662192393}","{'name': 'MUSR', 'value': 0.4792604166666667, 'normalized_score': 19.274218750000003}","{'name': 'MMLU-PRO', 'value': 0.5382313829787234, 'normalized_score': 48.69237588652482}",True,True,False,False,False,2024-12-13,2024-12-13,1,Aashraf995/QwenStock-14B (Merge),apache-2.0,1,14.766,3.7498913058726506
